"Street/Name","stationcode","Zipcode","Invited","Turnout","merger"
"Harmoniezaal Eckelrade","6","6251NB","580",350,"1903 6"
"Harmoniezaal Mheer","74","6261NH","0",1378,"1903 74"
"Harmoniezaal SUN-plein","101","6373LG","1552",634,"882 101"
"Harmpje Visserschool","9","8322GH","1233",827,"184 9"
"HART Haarlem","31","2012CH","1002",593,"392 31"
"Hart van Heuze","7","5725AN","2128",759,"743 7"
"Hart van Moerwijk","976","2531KA","0",1229,"518 976"
"Hart van Vathorst","323","3825LX","866",8289,"307 323"
"HC Klein Zwitserland","462","2597KA","723",316,"518 462"
"HC Ypenburg","873","2498BK","1218",548,"518 873"
"HEALTH & SPORTS CLUB WESTDUIN","379","2566DA","1130",1037,"518 379"
"Heemkring Molenheide","10","5126CE","2243",736,"784 10"
"Heemkundekring de Heerlijkheid HLZ","5","5591NE","1301",634,"1658 5"
"Heenweg CBS De Kameleon MA","109","2691LR","0",1583,"1783 109"
"Heer Arendhuis, s-Hr Arendskerke","21","4458BC","1325",661,"664 21"
"Heer Hendrikhuis, s-Hr Hendrikskinderen","20","4472AN","1063",564,"664 20"
"Heerdenhoes","412","9736EN","1311",418,"14 412"
"Heerenhage","6","8446DC","1036",331,"74 6"
"Heerlijke Streken","26","9685AW","927",396,"1895 26"
"Hei- en Boeicop Sporthal de Copper","7","4126RW","950",551,"1961 7"
"Heidehuus","10","7025CL","424",288,"1876 10"
"Heidelberglaan 100","124","3584CX","846",527,"344 124"
"Heidelberglaan 8","674","3584CS","1761",1567,"344 674"
"Heldring College Den Haag","380","2517RZ","6",835,"518 380"
"Helpende Handen (Raalte)","70","8101PP","1726",713,"177 70"
"Helperkerk","681","9722GJ","1311",862,"14 681"
"Helster 3","4","6661AW","1145",2152,"1734 4"
"Hempens Dorpshuis de Bining","2008","9086CH","0",2460,"80 2008"
"Hemrik, Dorpshuis","8","8409JW","640",387,"86 8"
"Hendrika v Tussenbroekln 1A ingang Petristraat","667","3533SZ","653",472,"344 667"
"Hennes Automobielen BV","34","6533HJ","1886",912,"268 34"
"Herberg de Gekroonde Leeuw","37","8822VB","819",466,"1900 37"
"Herberg Den Hemel","3","5081HG","0",269,"798 3"
"Herberge De Trochreed","6","9067DM","152",109,"1891 6"
"Herculesplein 241","685","3584AA","65",386,"344 685"
"Herengrachtkerk","815","2312LE","0",6777,"546 815"
"Hergerborch","13","2651DA","0",808,"1621 13"
"Herinneringshuis Van Lith","1538","5344VN","1220",2695,"828 1538"
"Hersteld Hervormde Kerk, Genemuiden","9","8281MT","1270",1162,"1896 9"
"Hertenkamp 16  ","377","2061BA","577",323,"377 5"
"Hervormd Centrum","81","9041AA","0",840,"1949 81"
"Hervormd Centrum De Ark","3","4281LH","1050",717,"1959 3"
"Hervormd Centrum De Rank","17","7683BN","961",686,"1700 17"
"Hervormd Centrum Hoofdweg ()","32","7676AK","0",2669,"1700 32"
"Hervormd Centrum Veen","20","4264RH","1511",696,"1959 20"
"Hervormd Centrum, Genemuiden","8","8281EK","1662",939,"1896 8"
"Hervormd Kerkelijk Centrum","12","8081CL","1096",614,"230 12"
"Hervormd Verenigingsgebouw","9","8191LV","1622",834,"246 9"
"Hervormde  Kerk Elim","9","8084HB","1826",1067,"230 9"
"Hervormde gemeente Goede Herderkerk","4","8162VW","0",505,"232 4"
"Hervormde Gemeente Sionskerk","10","8161VV","0",513,"232 10"
"Hervormde Kerk","1","1243JG","1249",651,"1696 1"
"Hervormde Kerk","7","4311AS","1581",646,"1676 7"
"Hervormde kerk 'Het Visnet'","19","3848DE","845",2676,"243 19"
"Hervormde Kerk Aalburg","31","4261BL","1551",807,"1959 31"
"Hervormde Kerk I","201","2661CB","0",6691,"1621 201"
"Hervormde Kerk Kootwijk","37","3775KP","267",195,"203 37"
"Hervormde Oosterkerk","5","8081DN","1781",797,"230 5"
"Het Anker","1966","9982HC","847",607,"1966 7"
"Het Anker","6","9354AR","939",464,"1969 6"
"Het Anker","19","5301TE","743",694,"297 19"
"Het Anker","31","2225ES","2008",554,"537 31"
"Het Anker","4","4761CD","1599",209,"1709 4"
"Het Anker Oosterwolde (15-03)","112","8431AH","0",2479,"85 112"
"Het Apostolisch Genootschap","8","1602JA","1479",631,"388 8"
"Het Baken ()","35","3446GS","0",4022,"632 35"
"Het Bakkershuis","10","7481GL","1317",720,"158 10"
"Het Bestegoed (gymzaal 2)","12","3921CM","1500",2914,"340 12"
"Het Blauwe Meer","125","7091JJ","0",185,"197 125"
"Het Bolwerk","10","9812PL","280",220,"1969 10"
"Het Bolwerk","8","4386EA","1273",579,"718 8"
"Het Bondsgebouw","3","6651AL","1786",970,"225 3"
"Het Brabantse Land","9","4283GM","1264",761,"1959 9"
"Het Brandpunt","75","2132BW","991",313,"394 75"
"Het Brouwershuis (Broekhuizen)","12","5872AE","633",418,"1507 12"
"Het Buiten-land Pitch & Putt","51","8939DA","1485",788,"80 51"
"Het Chaamsche Wapen","4","4861AC","1808",688,"1723 4"
"Het Couvéehuis","447","2582HJ","2367",986,"518 447"
"Het Cultuurhuis","6","2931EC","1246",755,"1931 6"
"Het Diekhuus","12","3241GA","1518",844,"1924 12"
"Het Dorpshuis","16","5556VL","1080",534,"858 16"
"Het Dorpshuis (gymzaal)","10","3911CX","900",2266,"340 10"
"Het Dorpshuis Valkenburg 2","20","2235BC","1338",1674,"537 20"
"Het Erf (H. van Boeijen)","18","7943AD","1478",866,"119 18"
"Het Floreshuis","232","9715HH","1311",2279,"14 232"
"Het Gasthuis","110","5481HL","1426",549,"1948 110"
"Het Gebouwtje, buurtgebouw Stokkum","13","7475MV","917",438,"1735 13"
"Het gemeentehuis","51","9203RM","0",4936,"90 51"
"Het Gildehuis","10","4033GP","1973",875,"214 10"
"Het Huis van Noord","23","2871WG","1704",552,"1931 23"
"Het Huis van Waalre (Woensdag)","2","5582JV","650",2204,"866 2"
"Het Kerkhaventje","8","2225HC","0",720,"537 8"
"Het Kinderlab","16","2907WD","1994",717,"502 16"
"Het Klavier","17","5171CV","250",4547,"809 17"
"Het Klooster Raadszaal","19","5671GA","0",5290,"820 19"
"Het Koetshuis (ingang schoolstraat)","7","2931AG","1438",646,"1931 7"
"Het Kompas","20443","7523HK","0",2905,"153 20443"
"Het Kompas","215","4617LG","0",4700,"748 215"
"Het Kompas","1655","4741AV","1340",419,"1655 9"
"Het Kruispunt","50","3894BA","0",869,"50 9"
"Het Kruispunt","16","3994AC","0",776,"321 16"
"Het Kruispunt 2","50","3894BA","0",1254,"50 15"
"Het Kulturhus","7","7622CP","1332",516,"147 7"
"Het Kwartier","29","2821VB","1492",1082,"1931 29"
"Het Markehuis Grolloo","7","9444XE","921",597,"1680 7"
"Het mooiste blauw basisschool","16","5674CK","837",399,"820 16"
"Het Mozaïek","50","3893EB","0",513,"50 8"
"Het Noaberhoes","19","7491AE","1159",409,"1735 19"
"Het Noaberhuus","10","7447CM","1996",959,"163 10"
"Het Numans-Dorps-huis","22","3281LK","1540",708,"1963 22"
"het Omnium","1","4463AB","1834",545,"664 1"
"het Omnium (ma 14-03)","25","4463AB","0",1164,"664 25"
"Het Onderdak","1525","2171ER","1832",783,"1525 3"
"Het Oude Slot, Markt 21 Schagen","11","1741BS","1024",425,"441 11"
"Het Pand voor de Wijk","233","9715HG","1311",249,"14 233"
"Het Parkgebouw 2","1742","7461BT","0",4352,"1742 202"
"Het Parkholt","9","9675JA","1319",728,"1895 9"
"Het Pluspunt","16","7863PB","783",454,"109 16"
"Hét Postkantoor ()","14","1611AA","0",5362,"532 14"
"Het Punt ()","34","7681ZP","0",3228,"1700 34"
"Het Raadhuis","37","7901BP","0",4493,"118 37"
"Het Raadhuis ma","222","7009KL","0",2678,"222 42"
"Het Raadhuis Udenhout","855","5071EJ","1844",1325,"855 965"
"Het Reirinck","19","7141HE","532",343,"1586 19"
"Het Saalmerink","19","7481EN","97",34,"158 19"
"Het Schakelpunt","550","2585CB","734",678,"518 550"
"Het Schuttershoes","7","7481VP","1013",462,"158 7"
"Het Sinterklaashuis","204","3311PP","2359",532,"505 204"
"Het Speelhuis","2803","5707DZ","0",2672,"794 2803"
"Het Spookhoes","11","7626LV","447",313,"147 11"
"Het Stadhuis","1","2011RD","1000",1508,"392 1"
"Het StrandHuis Meerstad","472","9613BH","1311",445,"14 472"
"Het Tehuis","6","9663RC","1598",497,"765 6"
"het Tonnenmagazijn","2","4318AC","1112",597,"1676 2"
"Het Trefpunt","8","1156BM","1465",995,"852 8"
"Het Trefpunt","34","2235CB","1460",294,"537 34"
"Het Trefpunt","8","2202HJ","1335",700,"575 8"
"Het Trefpunt","19","4793EP","1307",529,"1709 19"
"Het Trefpunt ","45","2235CB","0",752,"537 45"
"Het Trefpunt 16  ","377","2121AJ","1154",727,"377 13"
"Het Trefpunt ingang Ontmoetingskerk","16","4254CC","1196",847,"1959 16"
"Het Trommelslag","222","7002AZ","0",520,"222 4"
"Het Turfschip 2","777","4871KK","1677",3696,"777 18"
"Het Veerhuis 3","1655","4751CS","2056",830,"1655 14"
"Het Venster","7","8071TA","1083",533,"302 7"
"Het Verenigingsgebouw","15","9341BK","1181",475,"1699 15"
"Het Vitusgebouw","3","1261JB","1339",300,"376 3"
"Het Waterland","18","2334EM","0",510,"546 18"
"Het Waterwiel","50","3317NJ","200",46,"505 50"
"het Wilhelminahuis, Wilhelminadorp","17","4475AR","1444",649,"664 17"
"het Willem van den Berghcentrum","9","7041CW","1872",544,"1955 9"
"Het Witte Kerkje","35","6041LN","744",500,"957 35"
"Het Witte Paard","18","7136LG","1657",1024,"1586 18"
"Het Wooldhuis (Heino)","230","8141RV","1082",27,"177 230"
"Het Zonnehuis","20","3136EA","1222",434,"622 20"
"Heycopplein 1 ingang achterkant via Bijleveldstraat","182","3521EX","2029",1495,"344 182"
"HFCC Racing","110","2544EK","1819",209,"518 110"
"HHC Winsum","1966","9951HX","1022",571,"1966 27"
"HHG Kerk ()","39","2935SB","0",2466,"1931 39"
"Hijum Dorpshuis de Kampioen","71","9054KK","455",219,"80 71"
"Hilversumse Schoolvereniging (16-03-2022)","16","1213BM","978",549,"402 16"
"Historische Kerk Oost-Souburg","31","4388AH","0",3764,"718 31"
"Historische Kring Voorhout","1525","2215BG","1712",694,"1525 18"
"HKV Ons eibernest","290","2541RL","2469",264,"518 290"
"HLTC De Metselaars","444","2586HG","344",235,"518 444"
"HLTC Marlot","773","2594BB","619",398,"518 773"
"Hockey Club Wateringse Veld","199","2548AE","0",262,"518 199"
"Hockeyclub Bully","13","7576WV","1374",473,"173 13"
"Hockeyclub Catwyck","17","2221KJ","1705",695,"537 17"
"Hockeyclub Etten-Leur","777","4873DA","1677",585,"777 7"
"Hockeyclub LOHC","4","2341LM","1408",869,"579 4"
"Hockeyvereniging Sjinborn","4","6301XH","1415",304,"994 4"
"Hoef en Haag De Keuken van Hoef en Haag","8","4125TD","1700",602,"1961 8"
"Hoeflo Harfsen","18","7217SZ","803",404,"262 18"
"Hoendrik 1","24","6674BW","1284",1894,"1734 24"
"Hoës van Bree","12","5993BT","2012",1126,"1894 12"
"Hoeskamer Arensgenhout","10","6336VW","1689",492,"1954 10"
"Hof van Ammers","10","2964BC","1611",997,"1978 10"
"Hof van Bussloo (Het Kleine Hof)","7","7383RP","1009",282,"285 7"
"Hof van Lelystad","42","8219CG","791",377,"995 42"
"Hof van Transwijk 16","131","3526XB","1601",672,"344 131"
"Hofje van Buisman","11","8151AR","1246",507,"148 11"
"Hofke van Marijke (2)","16","5753BE","1350",2094,"762 16"
"Hofkerk","14","2613WP","2111",678,"503 14"
"Hofstad Lyceum","140","2552HA","1875",818,"518 140"
"Hoftheater (Raalte)","105","8102MH","1868",754,"177 105"
"Hoge Woerdplein 1","59","3454PB","1679",948,"344 59"
"Hogeschool InHolland","803","2593AN","1835",586,"518 803"
"Hogeweide 6","142","3541BC","1456",507,"344 142"
"Holland Opera/ De Veerensmederij","304","3812BH","866",2920,"307 304"
"Hollanderhuuske","2006","8932ET","0",2434,"80 2006"
"Holleblok ","32","1273EG","0",1299,"406 32"
"Hollum","3","9161CC","1073",708,"60 3"
"Homeruslaan 40 ingang gymzaal Minervaplein","93","3581MJ","1406",776,"344 93"
"Hondsrug 19","688","3524BP","1695",6742,"344 688"
"Honkbalvereniging Zuidvogels","21","1277AZ","2036",408,"406 21"
"Honselersdijk Basisschool De Hoeksteen","15","2675XT","1422",350,"1783 15"
"Honselersdijk De Hunselaer","16","2675XJ","1422",580,"1783 16"
"Honselersdijk SV Sosefhal","17","2675WN","1422",236,"1783 17"
"Honselersdijk Zalencentrum Hemelsblauw MA","103","2675CL","0",4385,"1783 103"
"Hontenissehal Kloosterzande","19","4587BL","1262",287,"677 19"
"Hooge Werf + Ghijseland mobiel ","5","3171BJ","180",56,"613 5"
"Hoogheemraadschap Delfland","7","2611AL","865",796,"503 7"
"Hornbach","785","2497GS","2652",288,"518 785"
"Hortus Haren","711","9751NN","1311",751,"14 711"
"Hortus Overzee","10","1782SM","1140",586,"400 10"
"Hotel De Watertoren","498","3319LC","631",6871,"505 498"
"Hotel de Wereld","2","6703CD","900",1262,"289 2"
"Hotel Dekkers","5","4641CP","1912",480,"873 5"
"Hotel Heidehof","11","8445SR","1349",747,"74 11"
"Hotel Inn Salland (Raalte)","80","8101AB","1526",339,"177 80"
"Hotel Merlet","8","1871AC","1228",631,"373 8"
"Hotel Newport ","29","1271DE","0",1324,"406 29"
"Hotel NH Atlantic Den Haag","954","2554EJ","0",2247,"518 954"
"Hotel Nol in 't Bosch","15","6704PA","1568",646,"289 15"
"Hotel Restaurant Campanile","17","3135GP","1666",358,"622 17"
"Hotel theater Figi ()","51","3701HS","750",3783,"355 51"
"Hotel Van der Valk","58","8941BR","1780",864,"80 58"
"Hotel Victoria","7","1865AB","300",220,"373 7"
"Hotel Villa Nova","2","8437PB","421",244,"1701 2"
"Hotel Zuiderduin  15  2022","217","1931VL","0",1274,"373 217"
"Hotel Zwartewater Zwartsluis 15 ","201","8064PC","0",2591,"1896 201"
"Hotel-Restaurant De Engel","553","2161DG","1227",567,"553 6"
"Hotelschool The Hague","386","2587AH","39",305,"518 386"
"Hou van je huis","586","2514CJ","199",269,"518 586"
"Houtrust","83","3829BC","866",296,"307 83"
"HTC Tennis, Rooijseweg 7","8","5691PA","1070",175,"848 8"
"HuB","928","6461DR","0",4859,"928 201"
"Huis Brakel","12","5306BC","1175",587,"297 12"
"Huis de B","202","9718RZ","1311",579,"14 202"
"Huis van Albrandswaard","7","3161KP","1500",592,"613 7"
"Huis van Cultuur en Bestuur","34","9603AE","0",5613,"1952 34"
"Huis van de Buurt 't Kruidvat","23","1112BE","1473",505,"384 23"
"Huis van de buurt 't Kruidvat ","2315","1112BB","0",636,"384 2315"
"Huis van de Buurt De Kooi","28","2315CD","0",694,"546 28"
"Huis van de Buurt Het Gebouw","2415","2315VA","0",3277,"546 2415"
"Huis van de Buurt Matilo","30","2314XH","0",1371,"546 30"
"Huis van de Buurt Morschwijck","116","2332JC","0",1693,"546 116"
"Huis van de Buurt Op Eigen Wieken","5215","2317AN","0",2876,"546 5215"
"Huis van de Buurt Stevenshof","60","2331GW","0",1226,"546 60"
"Huis van de gemeente","25","6602DB","0",5529,"296 25"
"Huis van de Gemeente","1","3911MG","2206",1147,"340 1"
"Huis van de Gemeente","1","5981CC","1649",980,"1894 1"
"Huis van de Gemeente ()","102","3911MG","0",1745,"340 102"
"Huis van de Stad","1","3841AA","871",4279,"243 1"
"Huis van de Waterwijk","85","1316KX","1322",672,"34 85"
"Huis van de Westrand","305","4703HX","0",2793,"1674 305"
"Huis van de Wijk Fascinatio","234","2909VA","0",1669,"502 234"
"Huis van de Wijk op den Berg","13","5915ES","1288",382,"983 13"
"Huis van de Wijk Venlo-Zuid","17","5912XN","1663",703,"983 17"
"Huis van Droo","3","6921WJ","1232",363,"226 3"
"Huis van Eemnes. Dijkzaal B","4","3755EZ","1261",1544,"317 4"
"Huis van Eemnes. Dijkzaal B (Vervroegd stemmen 15-03-2022)","9","3755EZ","0",702,"317 9"
"Huis van Renkum","13","6871ZA","2124",1118,"274 13"
"Huis voor Cultuur & Bestuur","25","7442MA","0",4053,"163 25"
"Huiskamer van Waarder ","312","3466LN","0",1449,"1901 312"
"Huize Bosbeek","4","2104WG","762",367,"397 4"
"Huize Vredenburg","005","6931CM","1347",448,"293 005"
"Hunsow-hal 2e Exloërmond","9","9571BB","992",457,"1681 9"
"Hurdegaryp, Bennemastate 16 ","16","9254DE","30",107,"737 16"
"Hurdegaryp, It Maskelyn 16 ","14","9254GM","2256",2712,"737 14"
"Hurdegaryp, Nieuw Perspectief 16 ","15","9254CV","1837",639,"737 15"
"Husmaherne","31","8934BL","1026",513,"80 31"
"HV & CV Quick","138","2566BZ","2189",505,"518 138"
"HVV Laakkwartier","961","2523JS","0",2141,"518 961"
"Hvv RAS","999","2555XP","0",2020,"518 999"
"Ichthus","114","7815RA","1864",614,"114 6"
"Ichthushof","7","8321RX","1626",1126,"184 7"
"Ichthuskerk","27","3781TE","928",233,"203 27"
"Ichthuskerk","5","2941BM","1107",660,"1931 5"
"Ichthuskerk","27","2986GH","2847",1516,"597 27"
"ICL","415","1121GL","0",794,"415 14"
"IJmuider Zee en Havenmuseum","46","1973AK","1816",754,"453 46"
"IJs-en skeelercomplex WIJV","8","7101PA","2105",601,"294 8"
"IJsbaangebouw","7","8051SB","803",343,"244 7"
"IJsclub Bleiswijk","61","2665KT","0",460,"1621 61"
"IJsclub De Molenhoek","34","2957GH","0",2367,"1978 34"
"IJsclub Voorwaarts Katwijk","14","2221CH","1249",526,"537 14"
"IJsselsteinse Tennisclub Groenvliet","17","3403NJ","1753",536,"353 17"
"IKC Het Noorderlicht","222","7011BP","0",340,"222 15"
"IKC Plattenburg","222","7031AW","0",775,"222 25"
"IKEA Drive-In","52","3825HB","865",172,"307 52"
"Il Caffè 2","81","1183DB","1235",1976,"362 81"
"Immanuel Kerk","11","6708AD","2208",314,"289 11"
"Immanuelkerk","231","7545XP","1913",721,"153 231"
"Immanuelkerk","2","3752PE","1312",706,"313 2"
"Immanuelkerk","375","1945PG","0",429,"375 11"
"Immanuelkerk","28","2231CW","1353",382,"537 28"
"Immanuelkerk","5","2924VB","1154",573,"542 5"
"Immanuëlkerk","15","8096BE","1171",304,"269 15"
"Immanuëlkerk","108","3972JH","0",547,"1581 108"
"Immanuelkerk ()","14","3752PE","0",272,"313 14"
"In 't Witte Paard","6","3411EC","844",482,"331 6"
"Inclusion4all","951","2496RZ","0",2735,"518 951"
"Indoor Beach Centrum Lindobeach","469","2583BG","912",280,"518 469"
"Indusdreef 5","62","3564GV","863",272,"344 62"
"Info Centrum","6","1315XH","1309",124,"34 6"
"Informatiecentrum Delftlanden","114","7813DA","1228",567,"114 81"
"Informatiecentrum in de Bogaard","13","2284DE","989",153,"603 13"
"Informatiecentrum RijswijkBuiten","65","2286KC","0",3254,"603 65"
"Inloophuis Sint Marten ()","318","6821CM","0",240,"202 318"
"Inspecteur S. de Vriesschool","103","2555MA","2128",415,"518 103"
"Institute of Social Studies","505","2518AX","245",304,"518 505"
"Intern. school (vh Rembr.sch.) (16-03-2022)","15","1213BH","2649",774,"402 15"
"Interpolis","855","5017JZ","1844",221,"855 702"
"Intratuin Halsteren","18","4661KM","1959",583,"748 18"
"Isendoorn College","22","7231NN","1045",204,"301 22"
"Islamitisch Cultureel Centrum Woerden","6","3442JE","1586",687,"632 6"
"ISV Kameleon","281","2543RT","1518",235,"518 281"
"It Andringahûs","32","8495KD","1175",594,"74 32"
"It Deelshûs","33","8468BJ","605",322,"74 33"
"It Holt","29","9033WH","873",496,"1949 29"
"It Lokaal","43","8581KB","288",191,"1940 43"
"It Polderhûs","30","9215VZ","255",172,"90 30"
"it Trefpunt","21","8454KG","1100",628,"74 21"
"Jaarbeursplein 6  ingang Croeselaan","11","3521AL","1401",441,"344 11"
"Jagershuis 16  ","377","2121GW","1011",315,"377 14"
"Jakob Bruggemacentrum","7","9641EZ","2806",288,"47 7"
"Jan Barbierschool","20","7447RH","687",381,"163 20"
"Jan Broekhuishal stadhuis","1930","3201EL","1361",3665,"1930 31"
"Jan de Bakkerschool","5","3442XH","1781",792,"632 5"
"Jan Hekmanschool","437","1191JP","1747",872,"437 3"
"Jan Janssen Sporthal","19","2631GA","2885",1575,"1926 19"
"Jan Ligthartschool","18","6821CK","1528",668,"202 18"
"Jan Tinbergen College","20","4706EZ","0",271,"1674 20"
"Jan van Galenstraat 6","79","3572LA","1791",1012,"344 79"
"Jan van Nassauschool","584","2515TM","2364",382,"518 584"
"Jan van Ransdorpstraat 32","37","3554VZ","1350",297,"344 37"
"Jan van Rijckenborghschool (16-03-2022)","38","1222SX","1902",241,"402 38"
"Jan Wissinkhal LTTC de Toekomst","3","7241VE","1680",1014,"262 3"
"Jazzsingel 900","162","3543GB","759",336,"344 162"
"JC De Sprok","265","6546JZ","0",1176,"268 265"
"Jeanne d'Arcdreef 1","631","3561SB","1590",474,"344 631"
"Jeruzalemkerk","821","9711XB","0",2037,"14 821"
"Jeu de Boules Club De Goede Worp","178","2544GH","1283",209,"518 178"
"Jeugdcentrum ""De Spelewey""","1525","2215AB","1893",782,"1525 16"
"Jeugdhuis de Poolster","33","2221NT","1505",813,"537 33"
"Jeugdhuis Woezik","27","6604CC","0",4376,"296 27"
"Jeugdvereniging Don Bosco","105","1165GP","629",313,"394 105"
"Jeugdvereniging Vrij en Blij","415","1121CP","0",640,"415 11"
"Jirnsum M.f.c. It Kattehûs","67","9011VJ","1082",552,"80 67"
"Jistrum, Kantine Sportvereniging 16 ","8","9258CL","717",420,"737 8"
"Johan Frisoschool","12","3448DX","1671",696,"632 12"
"Johan Limpershof","54","2025EJ","1646",674,"392 54"
"Johan Wagenaarkade 45A","22","3533TE","1606",855,"344 22"
"Johannes Calvijnschool","8","8321JA","1618",971,"184 8"
"Johannes Calvijnschool","8","3132JB","1987",354,"622 8"
"Johannes de Doperkerk","45","8763MK","436",244,"1900 45"
"Johanneskerk","2","1251AW","1464",552,"417 2"
"Jongeren Activiteiten Centrum (JAC)","14","3241LH","1954",901,"1924 14"
"Jongeren Centrum Spectrum II","28","2661AL","0",1902,"1621 28"
"Jongerencentrum @hok","1525","2215KZ","1876",452,"1525 17"
"jongerencentrum BLOK 0180","10","2992ZB","2549",1081,"489 10"
"Jongerencentrum Buk Buk","11","1852EH","1184",554,"399 11"
"Jongerencentrum De Keet (16-03-2022)","10","1216NH","1626",173,"402 10"
"Jongerencentrum de Koe","18","1991JE","1978",856,"453 18"
"Jongerencentrum De Madser","74","6831EJ","1986",643,"202 74"
"Jongerencentrum De Mix (16-03-2022)","33","1221EM","2321",350,"402 33"
"Jongerencentrum Gotcha","9","6044TV","1414",370,"957 9"
"Jongerencentrum Loesje","18","5731GR","1752",820,"1771 18"
"Jongerencentrum Maaswijk","1930","3207HX","5296",7698,"1930 46"
"Jongerencentrum The Culture 15 ","67","2625CZ","400",3942,"503 67"
"Jongerencentrum Westdijk","1930","3206RM","1143",296,"1930 11"
"JongerenStip","5","6511BA","1886",532,"268 5"
"Josefschool","216","4101CZ","23168",600,"216 5"
"Jozef Sartoschool","26","6824EG","2075",888,"202 26"
"JSP+","36","6041JS","999",234,"957 36"
"Jubal Muziek Centrum  bureau 2","223","3312KD","742",764,"505 223"
"Julianakerk","1525","2171CZ","1844",845,"1525 1"
"Julianakerk  bureau 2","234","3314LT","964",1643,"505 234"
"Kadeplein","11","4703GG","0",341,"1674 11"
"Kalenberger Gemeenschapshuis","37","8377HL","203",130,"1708 37"
"Kanaalstraat 198","193","3531CP","782",1048,"344 193"
